Reference,Title,Country
CN101496290,Data Coding,CN
CN101501999,Data Coding,CN
CN101502010,Non-constant envelope modulation and constant envelope structure of the programmable transmitter,CN
CN101504968,Phase-change memory and its production method,CN
CN101506779,GENERATING STORAGE SYSTEM COMMANDS,CN
CN101506894,MEMORIE DEVICES WITH SELECTIVE PRECHARGE AND METHOD OF OPERATION THE SAME,CN
CN101507118,"SIGMA-DELTA MODULATOR, DIGITAL MEDIA PLAYER INCLUDING THE SAME AND METHOD USING THE SAME",CN
CN101507321,System and scheduler for intercell interference cancellation,CN
CN101510839,Method and apparatus for longest match address lookup,CN
CN101512521,Concept based cross media indexing and retrieval of speech documents,CN
CN101517671,VOLTAGE OVERLAOD PROTECTION CIRCUITS,CN
CN101517991,Direct user plane tunnel delivery of broadcast and multicast traffic,CN
CN101518105,Application-layer combining of multimedia streams delivered over multiple radio access networks and delivery modes,CN
CN101523504,SOLID STATE STORAGE ELEMENT AND METHOD,CN
CN101523880,USER-INITIATED COMMUNICATIONS DURING MULTIMEDIA CONTENT PLAYBACK ON A MOBILE COMMUNICATIONS DEVICE,CN
CN101529386,Behavior-based traffic differentiation (BTD) to defend against distributed denial of service attacks,CN
CN101529524,Limited Use Data Storing Device,CN
CN101534513,Directed maximum ratio combining and scheduling of high rate transmission for data networks,CN
CN101542629,MEMORY APPARATUS AND COMPUTING SYSTEM,CN
CN101542927,Signal Transmission System,CN
CN101543066,Image Transfer Apparatus,CN
CN101553788,Memory Device Activation And Deactivation,CN
CN101553903,METHOD FOR WAFER VIA FORMATION,CN
CN101553906,BACK-TO-FRONT VIA PROCESS,CN
CN101553924,Nonvolatile semiconductor memory device,CN
CN101557670,Digital control system for LCD backlights,CN
CN101563659,COMPUTER GENERATED HOLOGRAM,CN
CN101568969,STORYSHARE AUTOMATION,CN
CN101578757,Pulse Width Modulation Sequence Maintaining Maximally Flat Voltage During Current Transients,CN
CN101578859,IMAGE DIGITAL PROCESSING BASED ON EDIT STATUS,CN
CN101584001,AUTOMATED PRODUCTION OF MULTIPLE OUTPUT PRODUCTS,CN
CN101584118,SWITCH CIRCUITS AND ASSOCIATEDDEBOUNCING METHODS,CN
CN101589337,Holographic Imaging Systems using Spatial Light Modulators,CN
CN101589571,SYSTEM AND METHOD FOR SINGLE-CARRIER SPACE-FREQUENCY BLOCK CODED TRANSMISSION OVER FREQUENCY SELECTIVE AND FAST FADING CHANNELS,CN
CN101589590,CHANNEL ESTIMATION OF MULTI-CARRIER SIGNAL WITH SELECTION OF TIME OR FREQUENCY DOMAIN INTERPOLATION ACCORDING TO FREQUENCY OFFSET OF CONTINUOUS PILOT,CN
CN101595428,Spatial Light Modulator Systems,CN
CN101595515,DRIVE SYSTEM FOR AN OPTICALLY ADDRESSED SPATIAL LIGHT MODULATOR,CN
CN101595760,FEEDBACK CONTROL IN TDD SYSTEM,CN
CN101599301,Memory and Memory-Writing Method ,CN
CN101604663,Well regions of semiconductor devices,CN
CN101606196,Embedded silence and background noise compression,CN
CN101606328,MOBILE SPEED AND DOPPLER FREQUENCY ESTIMATION USING CYCLOSTATIONARITY,CN
CN101611571,System and Method for Timeslot and Channel Allocation,CN
CN101616328,CONVERSION BETWEEN TRANSFORM COEFFICIENTS,CN
CN101622631,MULTI-COLOR DROPOUT FOR SCANNED DOCUMENT,CN
CN101622807,Transmission using a plurality of protocols,CN
CN101626015,"Package Structure and Method for Forming and Manufacturing Thereof, Chip Piling Structure",CN
CN101626060,Phase-change memory and its manufacturing method,CN
CN101627586,METHOD AND SYSTEM FOR STABLE THROUGHPUT OF COGNITIVE RADIO WITH RELAYING CAPABILITIES,CN
CN101632161,BOWED WAFER HYBRIDIZATION COMPENSATION,CN
CN101632166,POST-SEED DEPOSITION PROCESS,CN
CN101632296,MULTIPLE LENS CAMERA PROVIDING IMPROVED FOCUSING CAPABILITY,CN
CN101636719,DEMAND-DRIVEN PRIORITIZED DATA STRUCTURE,CN
CN101637019,MULTIPLE LENS CAMERA PROVIDING A RANGE MAP,CN
CN101641675,VIRUS LOCALIZATION USING CRYPTOGRAPHIC HASHING,CN
CN101646988,Electronic device and method determining a workload of an electronic device,CN
CN101647199,METHOD AND SYSTEM FOR INCREASING SAMPLING FREQUENCY FOR SWITCHING AMPLIFIERS,CN
CN101647310,Dynamic network selection using kernels,CN
CN101652846,HEAT CYCLE-ABLE CONNECTION,CN
CN101652924,SWITCHING AMPLIFIERS WITH REDUCED SAMPLING FREQUENCY,CN
CN101653007,CONTROLLING THE AMOUNT OF COMPRESSED DATA,CN
CN101663742,FRONT-END PROCESSED WAFER HAVING THROUGH-CHIP CONNECTIONS,CN
CN101663747,ULTRA-THIN STACKED CHIP PACKAGING,CN
CN101680421,System and method for creating a networked infrastructure distribution platform of energy gathering devices,CN
CN101681200,Feedback on input actuator,CN
CN101681853,MOBILE BINDING IN AN ELECTRONIC CONNECTION,CN
CN101686265,"Network equipment, network system and method for establishing data communication ",CN
CN101686591,"Apparatus, Method and System for Providing Power to Solid State Lighting",CN
CN101689059,Method and Firmware for Controlling Voltage and Current in a Fluorescent Lamp Array,CN
CN101702965,Optimizing downlink throughput with user cooperation and scheduling in adaptive cellular networks,CN
CN101707809,Mixed waveform configuration for wireless communications,CN
CN101711387,Peer to peer sharing of functionality of mobile devices,CN
CN101711390,METHOD AND SYSTEM FOR EQUITABLE PLACEMENT OF A LIMITED NUMBER OF SENSORS FOR WIDE AREA SURVEILLANCE,CN
CN101740716,Phase-change memory element and its forming method,CN
CN101755303,AUTOMATIC STORY CREATION USING SEMANTIC CLASSIFIERS,CN
CN101765847,Multimedia watermarking techniques with low distortion,CN
CN101765986,Cluster-based cooperative spectrum sensing in cognitive radio systems,CN
CN101796636,CHIP CONNECTOR,CN
CN101803291,"Method Of Transcoding Content, Transcoder Unit, And Upnp Network System",CN
CN101803431,Power control in cognitive radio systems based on spectrum sensing side information,CN
CN101809933,"Digital living network alliance (DLNA) enabled portable electronic devices, DLNA management consoles and related methods of operating DLNA enabled portable electronic devices",CN
CN101809949,"Load Balancing and Admission Scheduling in Pull-Based Parallel Video Servers
",CN
CN101810044,Method and apparatus for transmitting transport channels over a physical channel of a cellular communication system,CN
CN101814323,Verification circuit and method of  phase change memory array,CN
CN101815980,METHOD AND APPARATUS FOR HOLOGRAPHIC USER INTERFACE COMMUNICATION,CN
CN101815998,REMOVABLE STORAGE DEVICE WITH  CODE TO ALLOW CHANGE DETECTION,CN
CN101816014,Method and system of providing event content sharing by mobile communication devices,CN
CN101816214,Apparatus and method for uplink scheduling in a wireless communication system,CN
CN101819816,Phase Change Memory,CN
CN101828176,MEMORY WITH INDEPENDENT ACCESS AND PRECHARGE,CN
CN101828233,"MULTIVALUE STORAGE APPARATUS, SYSTEM AND METHOD",CN
CN101842781,METHOD AND SYSTEM FOR POLICY ENABLED PROGRAMMING,CN
CN101855721,Semiconductor structure and method of manufacture,CN
CN101861702,SYSTEM AND METHOD FOR BANDPASS SIGMA-DELTA MODULATION,CN
CN101866938,Method Of Manufacturing CMOS Image Sensor With Prlasma Damage Free Photodiode,CN
CN101866939,Stacked Pixel For High resolution CMOS Image Sensor,CN
CN101874218,DUAL FOCAL LENGTH LENS SYSTEM,CN
CN101874219,DUAL FOCAL LENGTH LENS SYSTEM,CN
CN101889280,PSEUDO REAL TIME INDEXING OF DIGITAL MEDIA FILES,CN
CN101903285,Method of component assembly on a substrate,CN
CN101911098,Recognizing image environment from image and position,CN
CN101918930,CASCADED MEMORY ARRANGEMENT,CN
CN101919158,Average power efficiency enhancement and linearity improvement of microwave power amplifiers,CN
CN101937924,CMOS Image Sensor,CN
CN101952818,PROCESSING OF GESTURE-BASED USER INTERACTIONS,CN
CN101960573,Silicon-germanium-carbon semiconductor structures,CN
CN101965530,IMPROVED WAVEGUIDE GRATING OPTICAL ROUTER SUITABLE FOR CWDM,CN
CN101970131,METHOD TO CREATE SOLAR CELL USING MULTILAYER HIGH SPEED INKJET PRINTING,CN
CN101978462,"Electromagnetic Cloaking And Translation Apparatus, Methods, And Systems",CN
CN101978676,Redundant Data Forwarding Storage,CN
CN101981836,NOISE REDUCTION SYSTEM AND METHOD,CN
CN101990666,Data File Forwarding Storage and Search,CN
CN101990681,SYSTEM AND METHOD FOR REVERSIBLE BINARY IMAGE DATA HIDING USING RUN-LENGTH HISTOGRAM MODIFICATION AND LOGICAL OPERATIONS,CN
CN102016820,Real-time communications over data forwarding framework,CN
CN102016828,Deletion in data file forwarding framework,CN
CN102017404,Filter design methods and filters based on metamaterial structures,CN
CN102065121,Communication method and system,CN
CN102077575,ZOOM BY MULTIPLE IMAGE CAPTURE,CN
CN102084615,Cooperative concatenated coding for wireless systems,CN
CN102089754,Advertisement forwarding storage and retrieval network,CN
CN102099799,USER MANAGED PROFILE AND SELECTIVE TRANSMISSION THEREOF,CN
CN102099914,METHOD FOR MANUFACTURING CMOS IMAGE SENSOR,CN
CN102100064,APPARATUS AND METHOD FOR CAPTURING AND VIEWING IMAGES,CN
CN102112919,"Focusing And Sensing Apparatus, Methods, And Systems",CN
CN102112982,Multi-homed data forwarding storage,CN
CN102119442,BACKSIDE ILLUMINATED IMAGE SENSOR AND METHOD FOR MANUFACTURING THE SAME,CN
CN102132410,Pixel of Image Sensor Having Electrical Controlled Pinning Layer,CN
CN102138210,"SHALLOW TRENCH ISOLATION WITH AN AIR GAP,  A CMOS IMAGE SENSOR USING THE SAME, AND MANUFACTURING METHOD THEREOF",CN
CN102144389,Spectral Improvement of Digital Camera Color Images,CN
CN102150163,INTERACTIVE IMAGE SELECTION METHOD,CN
CN102150472,Method and apparatus for providing cell configuration information to a network element,CN
CN102187328,Geolocation assisted data forwarding storage,CN
CN102187330,Measurement in data forwarding storage,CN
CN102203763,Disassembly/reassembly in data forwarding storage,CN
CN102203764,Selective data forwarding storage,CN
CN102204157,Rotating encryption in data forwarding storage,CN
CN102215088,Method for adapting data rate,CN
CN102216731,SYSTEM AND METHOD FOR USING NETWORKED MOBILE DEVICES IN VEHICLES,CN
CN102223225,Method And Apparatus For Reception Of Data Over Digital Transmission Link,CN
CN102227884,Beam Power for Local Receivers,CN
CN102237378,IMAGE SENSING DEVICE,CN
CN102254834,SEMICONDUCTOR PACKAGE STRUCTURE AND METHOD,CN
CN102254840,SEMICONDUCTOR STRUCTURE AND MANUFACTURING METHOD THEREOF,CN
CN102254857,SEMICONDUCTOR TECHNOLOGY AND STRUCTURE,CN
CN102254862,Semiconductor device manufacturing approach,CN
CN102257618,Backside Illuminated Image Sensor,CN
CN102263118,Backside Illuminated Image Sensor,CN
CN102270651,Photo Mask And Method For Fabricating Image Sensor Using The Same,CN
CN102292952,"Communication system, communication units, and method for employing a pilot transmission scheme",CN
CN102332305,Non-volatile re-programmable memory device,CN
CN102339810,SILICON-BASED PLATE AND MANUFACTURING METHOD,CN
CN102339837,Encapsulation manufacturing process of back illuminance image sensor,CN
CN102388502,Multiple pole multiple throw switch device based on composite right and left handed metamaterial structures,CN
CN102388598,System and method for privacy-enabled mobile locator services with dynamic encounter horizon,CN
CN102394875,Method and system for accessing available service on a second network by member of a first network,CN
CN102395027,System and method for transferring multiple data channels,CN
CN102405470,Systems and Methods for Compound Searching,CN
CN102412959,Conditionally Intercepting Data Indicating One or More Aspects of a Communique to Obfuscate the One or More Aspects of the Communique,CN
CN102413118,Conditionally Obfuscating One or More Secret Entities with Respect to One or More Billing Statements,CN
CN102414680,SEMANTIC EVENT DETECTION USING CROSS-DOMAIN KNOWLEDGE,CN
CN102439789,RF front-end module and antenna systems,CN
CN102450021,PROJECTION-TYPE DISPLAY AND CONTROL THEREOF,CN
CN102460189,Awarding Standings To A Vehicle Based Upon One Or More Fuel Utilization Characteristics,CN
CN102460253,Evanescent Electromagnetic Wave Conversion Apparatus and Methods,CN
CN102460412,System and method for managing and/or rendering internet multimedia content in a network,CN
CN102460619,Thin film capacitor and method of fabrication thereof,CN
CN102461182,SYSTEM FOR PROJECTION TYPE STEREOSCOPIC DISPLAY,CN
CN102473264,Method and apparatus for image display control according to viewer factors and responses,CN
CN102483742,System and method for managing internet media content,CN
CN102484688,MULTIMEDIA PROJECTION MANAGEMENT,CN
CN102497672,SYSTEM AND SCHEDULER FOR INTERCELL INTERFERENCE CANCELLATION,CN
CN102498449,"Apparatus, Method and System for Providing AC Line Power to Lighting Devices",CN
CN102547945,Combined open loop/closed loop power control in a wireless communication system,CN
CN102576454,IMAGE DEBLURRING USING A SPATIAL IMAGE PRIOR,CN
CN102576456,DIGITAL IMAGE BRIGHTNESS ADJUSTMENT USING RANGE INFORMATION,CN
CN102576461,ESTIMATING AESTHETIC QUALITY OF DIGITAL IMAGES,CN
CN102592600,Embedded silence and background noise compression,CN
CN102625455,System and scheduler for intercell interference cancellation,CN
CN102640159,System and Method for Loading Application Classes,CN
CN102640177,System and Method for Approving Transactions,CN
CN102640350,Metamaterial power amplifier systems,CN
CN102640476,"Processing node, method for processing data at a processing node, and system for operating a network of sensors",CN
CN102640481,System and Method for Applications on Mobile Communications Devices,CN
CN102640501,Color Filters and Demosaicing Techniques for Digital Imaging,CN
CN102648637,PRE REGISTRATION/PRE-AUTHENTICATION IN WIRELESS NETWORKS,CN
CN102656864,System and Method for Migrating Agents Between Mobile Devices,CN
CN102656871,"Method, Apparatus and Computer Program to Perform Location Specific Information Retrieval Using a Gesture-Controlled Handheld Mobile Device",CN
CN102656874,METHOD FOR DELETING DATA FILES IN AN ELECTRONIC DEVICE,CN
CN102668473,"SYSTEM AND METHOD FOR HITH-PERFORMANCE, LOW-POWER DATA CENTER INTERCONNECT FABRIC
",CN
CN102682834,"Apparatus Including Memory Cell Array, Apparatus and Method for Operating Memory",CN
CN102685863,Combined open loop/closed loop power control in a wireless communication system,CN
CN102694087,Method Of Zinc Oxide Film Grown On The Epitaxial Lateral Overgrowth Gallium Nitride Template,CN
CN102708114,A Method for Real-Time Online Search Processing Over Inter-Connected Computer Networks,CN
CN102709299,Backside Illuminated Image Sensor,CN
CN1027103587,Conditionally Releasing a Communique Determined to be Affiliated with a Particular Source Entity in Response to Detecting Occurrence of One or More Environmental Aspects,CN
CN102714281,BLACK ORGANIC LIGHT-EMITTING DIODE DEVICE,CN
CN102714610,NON-BLOCKING ADMISSION CONTROL,CN
CN102742279,ITERATIVELY DENOISING COLOR FILTER ARRAY IMAGES,CN
CN102770874,ADAPTIVE EVENT TIMELINE IN CONSUMER IMAGE COLLECTIONS,CN
CN102782726,METHOD FOR COMBINING IMAGE AND IMAGING PRODUCT,CN
CN102783135,METHOD AND APPARATUS FOR PROVIDING A HIGH RESOLUTION IMAGE USING LOW RESOLUTION IMAGES,CN
CN102783136,IMAGING DEVICE FOR CAPTURING SELF-PORTRAIT IMAGES,CN
CN102804178,DETECTING SIGNIFICANT EVENTS IN CONSUMER IMAGE COLLECTIONS,CN
CN102804485,Diplexer synthesis using composite right/left-handed phase-advance/delay lines,CN
CN102906745,DETERMINING KEY VIDEO SNIPPETS USING SELECTION CRITERIA TO FORM A VIDEO SUMMARY,CN
CN102906746,METHOD AND APPARATUS FOR RANKING KEY VIDEO FRAMES FOR A DIGITAL VIDEO HAVING A TIME SEQUENCE OF VIDEO FRAMES,CN
CN102906816,VIDEO SUMMARY METHOD,CN
CN102939630,METHOD FOR DETERMINING KEY VIDEO FRAMES,CN
CN102968603,METHOD FOR OPTIMIZING RFID DEPLOYMENT OPTIMIZER OF USE THEREOF,CN
CN102982360,Ecological Impact Quantification Identifiers,CN
CN102982377,Efficiency of Use of a Shared Product,CN
CN102982378,Efficiency of Use of a Common Product,CN
CN102999836,Disposal Mode Ecological Impact Monitoring,CN
