patent_id	patent_title	assigneeOriginal	filingDate	publicationDate	grantDate
US20100017297	AUTOMATED FEE-BASED DATA PROCESSING FROM REMOTELY-BASED IMAGE MERGING	Jarbridge Inc		2010-01-21	
US20100017316	AUTOMATED EXPENSE REPORT	American Express Travel Related Services Co Inc	2008-06-27	2010-01-21	
US20100017885	Media Markup Identifier for Alterable Promotional Segments	Searete LLC		2010-01-21	
US20100020880	Field programmable object array having image processing circuitry	MathStar Inc	2009-06-25	2010-01-28	
US20100023427	Methods, systems and devices for retail website linking and image merging	Jarbridge Inc		2010-01-28	
US20100030089	Methods And Systems For Monitoring And Modifying A Combination Treatment	Searete LLC	2008-10-10	2010-02-04	
US20100031351	Security-Activated Production Device	Searete LLC		2010-02-04	
US20100041964	Methods And Systems For Monitoring And Modifying A Combination Treatment	Searete LLC	2008-09-30	2010-02-18	
US20100062754	Cue-Aware Privacy Filter for Participants in Persistent Communications	Searete LLC		2010-03-11	
US20100064238	ELECTRONIC DOCUMENT EDITING EMPLOYING MULTIPLE CURSORS	Lester Frank Ludwig	2009-11-13	2010-03-11	
US20100066983	Methods and Systems Related to a Projection Surface	Searete LLC		2010-03-18	
US20100073263	E-Paper Application Control Based On Conformation Sequence Status	Searete LLC	2008-09-22	2010-03-25	
US20100073333	E-Paper Application Control Based On Conformation Sequence Status	Searete LLC		2010-03-25	
US20100073334	E-Paper Application Control Based On Conformation Sequence Status	Searete LLC	2008-09-25	2010-03-25	
US20100085430	Video recorder	AT&T Delaware Intellectual Property Inc		2010-04-08	
US20100104822	Optical And Metamaterial Devices Based On Reactive Composite Materials	Searete LLC	2009-01-26	2010-04-29	
US20100114661	Implementing a Promotional Campaign Across a Plurality of Rewards Programs	American Express Travel Related Services Co Inc	2008-11-05	2010-05-06	
US20100125905	Method and Apparatus for Associating User Identity	Nokia Oy AB	2008-11-20	2010-05-20	
US20100153200	Pay yourself first with automated data input	CONSUMER AND MERCHANT AWARENESS FOUNDATION	2010-02-23	2010-06-17	
US20100153269	SYSTEM, METHOD, APPARATUS AND COMPUTER PROGRAM PRODUCT FOR INTERFACING A MULTI-CARD RADIO FREQUENCY (RF) DEVICE WITH A MOBILE COMMUNICATIONS DEVICE	American Express Travel Related Services Co Inc	2008-12-17	2010-06-17	
US20100154065	Media Markup for User-Activated Content Alteration	Searete LLC	2009-03-31	2010-06-17	
US20100161493	METHODS, APPARATUS AND COMPUTER PROGRAM PRODUCTS FOR SECURELY ACCESSING ACCOUNT DATA	American Express Travel Related Services Co Inc	2009-07-30	2010-06-24	
US20100169613	TRANSLATING INSTRUCTIONS IN A SPECULATIVE PROCESSOR	Linus Torvalds,Robert Bedichek,Stephen Johnson	2010-03-09	2010-07-01	
US20100169981	WEB-BASED ASSET MANAGEMENT	Caldvor Acquisitions Ltd LLC	2010-03-12	2010-07-01	
US20100179883	System and method of storing data files at a remote storage facility	TEOCO Corp	2010-03-22	2010-07-15	
US20100198724	Pay yourself first with community knowledge	CONSUMER AND MERCHANT AWARENESS FOUNDATION		2010-08-05	
US20100205445	PROCESSING STEGANOGRAPHICALLY-ENCODED CONTENT OBJECTS	DIGIMARC Corp (AN OREGON CORPORATION),Digimarc Corp	2010-04-15	2010-08-12	
US20100211448	SYSTEMS, METHODS, AND COMPUTER PROGRAM PRODUCTS FOR REWARDS INTEGRATION FOR AN ONLINE TOOL	American Express Travel Related Services Co Inc		2010-08-19	
US20100218095	Obtaining User Assistance	Searete LLC		2010-08-26	
US20100223162	Supply-Chain Side Assistance	Searete LLC	2010-02-23	2010-09-02	
US20100223238	DOWNLOADING MAP DATA THROUGH A COMMUNICATION NETWORK	WHITMAPS (US) FOUNDATION LLC	2010-03-01	2010-09-02	
US20100223551	PROVIDING COMMERCIAL ENTERPRISE DATA WITH MAP DATA	WHITMAPS (US) FOUNDATION LLC		2010-09-02	
US20100251344	CONTROLLING ACCESS TO NAME SERVICE FOR A DOMAIN NAME SYSTEM	Hoshiko LLC		2010-09-30	
US20100257099	SYSTEM AND METHOD FOR DYNAMIC FOB SYNCHRONIZATION AND PERSONALIZATION	American Express Travel Related Services Co Inc	2010-06-15	2010-10-07	
US20100262603	SEARCH ENGINE METHODS AND SYSTEMS FOR DISPLAYING RELEVANT TOPICS	Kang Jo Mgmt LLC	2010-04-21	2010-10-14	
US20100264228	Radiant Kinetic Energy Derived Temperature(s)	Searete LLC	2010-06-17	2010-10-21	
US20100271490	Regional Proximity for Shared Image Device(s)	Assignment For Published Patent Application Searete an of LLC,state of Delaware	2010-04-23	2010-10-28	
US20100280332	Methods And Systems For Monitoring Bioactive Agent Use	Searete LLC	2008-07-16	2010-11-04	
US20100280686	Awarding Privileges to a Vehicle Based Upon One or More Fuel Utilization Characteristics	Searete LLC	2009-05-01	2010-11-04	
US20100280690	Awarding Standings to a Vehicle Based Upon One or More Fuel Utilization Characteristics	Searete LLC	2009-08-11	2010-11-04	
US20100280691	Awarding Standings to a Vehicle Based Upon One or More Fuel Utilization Characteristics	Searete LLC	2009-08-11	2010-11-04	
US20100280693	Awarding Standings to a Vehicle Based Upon One or More Fuel Utilization Characteristics	Searete LLC		2010-11-04	
US20100280706	Awarding Standings to a Vehicle Based Upon One or More Fuel Utilization Characteristics	Searete LLC	2010-04-13	2010-11-04	
US20100280885	Awarding Privileges to a Vehicle Based Upon One or More Fuel Utilization Characteristics	Searete LLC		2010-11-04	
US20100280888	Awarding Privileges to a Vehicle Based Upon One or More Fuel Utilization Characteristics	Searete LLC		2010-11-04	
US20100280918	Distributed personal automation and shopping method, apparatus, and process	Bruce Balent	2010-07-13	2010-11-04	
US20100287368	METHOD, APPARATUS AND SYSTEM FOR HOSTING INFORMATION EXCHANGE GROUPS ON A WIDE AREA NETWORK	Hoshiko LLC		2010-11-11	
US20100291411	Spin Valve Element And Method Of Manufacturing Same	Fuji Electric Holdings Co Ltd	2008-08-28	2010-11-18	
US20100299260	Pay yourself first with revenue generation	CONSUMER AND MERCHANT AWARENESS FOUNDATION	2010-08-06	2010-11-25	
US20100305847	Navigation system and method	Mappick Tech LLC		2010-12-02	
US20100306053	Method and device for publishing cross-network user behavioral data	Claria Innovations LLC		2010-12-02	
US20100318466	SYSTEMS AND METHODS FOR ADVERTISEMENT TRACKING	INTEGIC TECHNOLOGIES LLC		2010-12-16	
US20100324986	Pay yourself first with revenue generation	CONSUMER AND MERCHANT AWARENESS FOUNDATION	2010-08-06	2010-12-23	
US20100325041	SYSTEM AND METHOD FOR ENCODING INFORMATION IN MAGNETIC STRIPE FORMAT FOR USE IN RADIO FREQUENCY IDENTIFICATION TRANSACTIONS	American Express Travel Related Services Co Inc	2010-08-26	2010-12-23	
US20100325442	SYSTEM AND METHOD FOR NAMELESS BIOMETRIC AUTHENTICATION AND NON-REPUDIATION VALIDATION	American Express Travel Related Services Co Inc	2010-08-27	2010-12-23	
US20100329402	Advanced Signal Processors for Interference Cancellation in Baseband Receivers	Rambus Inc	2010-08-30	2010-12-30	
US20110000971	Handling system for exception RFID labels	Binforma Group LLC		2011-01-06	
US20110004514	Pay yourself first with revenue generation	CONSUMER AND MERCHANT AWARENESS FOUNDATION	2010-08-06	2011-01-06	
US20110015955	SYSTEM AND METHOD FOR EXCHANGING LOYALTY POINTS FOR ACQUISITIONS	American Express Travel Related Services Co Inc		2011-01-20	
US20110040584	Interactive demand management	American Express Travel Related Services Co Inc		2011-02-17	
US20110041061	Obfuscating Identity Of A Source Entity Affiliated With A Communique Directed To A Receiving User And In Accordance With Conditional Directive Provided By The Receiving User	Searete LLC		2011-02-17	
US20110047369	Configuring Software Agent Security Remotely	Searete LLC		2011-02-24	
US20110060640	SYSTEM, METHOD AND APPARATUS FOR PROVIDING MESSAGES TO A TRANSACTION INSTRUMENT	American Express Travel Related Services Co Inc	2009-09-04	2011-03-10	
US20110060809	Transmitting Aggregated Information Arising from Appnet Information	Searete LLC	2010-09-15	2011-03-10	
US20110066519	Facilitating Data Brokering Arrangements Having Auctioning Aspects	Searete LLC		2011-03-17	
US20110069041	Machine-Differentiatable Identifiers Having a Commonly Accepted Meaning	Cohen Alexander J,Jung Edward K Y,Levien Royce A,Lord Robert W,Malamud Mark A,Rinaldo Jr John D	2010-08-05	2011-03-24	
US20110069086	DETAIL-IN-CONTEXT PRESENTATIONS IN CLIENT/SERVER SYSTEMS	Noregin Assets LLC NV	2009-06-22	2011-03-24	
US20110069845	Selective Audio/Sound Aspects	Searete LLC	2010-09-22	2011-03-24	
US20110071822	Selective Audio/Sound Aspects	Searete LLC		2011-03-24	
US20110082639	Method and System for Interactive Mapping to Provide Goal-Oriented Instructions	Searete LLC		2011-04-07	
US20110082754	METHOD AND APPARATUS FOR PROVIDING INTERNET ADVERTISING SERVICE	Hoshiko LLC	2010-12-14	2011-04-07	
US20110083166	SYSTEM FOR ELIMINATING UNAUTHORIZED ELECTRONIC MAIL	HOWELL V INVESTMENTS LLC		2011-04-07	
US20110096767	Systems and Methods for Parallel Signal Cancellation	Rambus Inc	2010-12-13	2011-04-28	
US20110099108	METHOD, SYSTEM AND COMPUTER READABLE MEDIUM FOR WEB SITE ACCOUNT AND E-COMMERCE MANAGEMENT FROM A CENTRAL LOCATION 	PassGate Corp	2010-12-20	2011-04-28	
US20110107131	SAVING POWER WHEN IN OR TRANSITIONING TO A STATIC MODE OF A PROCESSOR	Andrew Read,Sameer Halepete,Keith Klayman		2011-05-05	
US20110110608	Image Transformation Estimator of an Imaging Device	Searete LLC	2010-04-23	2011-05-12	
US20110119178	METADATA DRIVEN PROCESSING	American Express Travel Related Services Co Inc		2011-05-19	
US20110119188	BUSINESS TO BUSINESS TRADING NETWORK SYSTEM AND METHOD	American Express Travel Related Services Co Inc		2011-05-19	
US20110119189	DATA PROCESSING FRAMEWORK	American Express Travel Related Services Co Inc		2011-05-19	
US20110125645	SYSTEM AND METHOD FOR FACILITATING A SUBSIDIARY CARD ACCOUNT	American Express Travel Related Services Co Inc		2011-05-26	
US20110125659	System and Method for Output of Assessment of Physical Entity Attribute Effects on Physical Environments Through in Part Social Networking Service Input	Searete LLC		2011-05-26	
US20110125660	System and Method for Assessment of Physical Entity Attribute Effects on Physical Environments Through in Part Social Networking Service Input	Searete LLC	2009-11-24	2011-05-26	
US20110125688	System and Method for Output of Assessment of Physical Entity Attribute Effects on Physical Environments Through in Part Social Networking Service Input	Searete LLC		2011-05-26	
US20110125689	System and Method for Physical Attribute Status Comparison of Physical Entities Including Physical Entities Associated with a Social Network and Selected Based on Location Information	Searete LLC	2010-07-21	2011-05-26	
US20110125690	System and Method for Output of Physical Entity Comparison Associated with a Social Network and Selected Based on Location Information	Searete LLC	2010-07-23	2011-05-26	
US20110125691	System and Method for Output of Comparison of Physical Entities of a Received Selection and Associated with a Social Network	Searete LLC		2011-05-26	
US20110125692	System and Method for Physical Attribute Status Comparison of Physical Entities Including Physical Entities Associated with a Social Network and Selected Based on Location Information	Searete LLC		2011-05-26	
US20110125693	System and Method for Output of Physical Entity Comparison Associated with a Social Network and Selected Based on Location Information	Searete LLC		2011-05-26	
US20110125840	System and Method for Assessment of Physical Entity Attribute Effects on Physical Environments Through in Part Social Networking Service Input	Searete LLC		2011-05-26	
US20110125842	System and Method for Comparison of Physical Entity Attribute Effects on Physical Environments Through in Part Social Networking Service Input	Searete LLC		2011-05-26	
US20110126124	System and Method for Receiving Selection of Physical Entities Associated with a Social Network for Comparison of Physical Attribute Status	Searete LLC		2011-05-26	
US20110126125	System and Method for Receiving Selection of Physical Entities Associated with a Social Network for Comparison of Physical Attribute Status	Searete LLC	2010-07-28	2011-05-26	
US20110137804	System and Method for Approving Transactions	Recursion Software Inc		2011-06-09	
US20110137972	System and Method for Agent Networks	Recursion Software Inc	2009-12-03	2011-06-09	
US20110137997	Social networking system which provides location information of related users	LATESCO LP		2011-06-09	
US20110154020	Conditionally Releasing a Communique Determined to be Affiliated with a Particular Source Entity in Response to Detecting Occurrence of One or More Environmental Aspects	Searete LLC		2011-06-23	
US20110161190	Computer systems and methods supporting on-line interaction with content, purchasing,  and searching	DI-WALKOR III SERVICES LLC		2011-06-30	
US20110161235	SYSTEM AND METHOD FOR SECURING RF TRANSACTIONS USING A RADIO FREQUENCY IDENTIFICATION DEVICE INCLUDING A RANDOM NUMBER GENERATOR	American Express Travel Related Services Co Inc		2011-06-30	
US20110166923	METHOD AND APPARATUS FOR PROVIDING PRE-EXISTING AND PROSPECTIVE CUSTOMERS WITH AN IMMEDIATELY ACCESSIBLE ACCOUNT	American Express Travel Related Services Co Inc		2011-07-07	
US20110170837	SYSTEM, METHOD, AND COMPUTER PROGRAM PRODUCT FOR VIDEO BASED SERVICES AND COMMERCE	WOUNDER GmbH,Wounder GmbH LLC		2011-07-14	
US20110178616	Storage and playback device and method for using the same	VIVIANA RESEARCH LLC		2011-07-21	
US20110178619	Security-Activated Robotic Tasks	Searete LLC		2011-07-21	
US20110178841	SYSTEM AND METHOD FOR CLUSTERING A POPULATION USING SPEND LEVEL DATA	American Express Travel Related Services Co Inc		2011-07-21	
US20110178844	SYSTEM AND METHOD FOR USING SPEND BEHAVIOR TO IDENTIFY A POPULATION OF MERCHANTS	American Express Travel Related Services Co Inc		2011-07-21	
US20110178848	SYSTEM AND METHOD FOR MATCHING CONSUMERS BASED ON SPEND BEHAVIOR	American Express Travel Related Services Co Inc		2011-07-21	
US20110180598	SYSTEMS, METHODS, AND COMPUTER PRODUCTS FOR PROCESSING PAYMENTS USING A PROXY CARD	American Express Travel Related Services Co Inc		2011-07-28	
US20110181981	Method and System for Rotational Control of Data Storage Devices	Searete LLC	2011-01-13	2011-07-28	
US20110191257	System and Method for Output of Comparison of Physical Entities of a Received Selection and Associated with a Social Network	Searete LLC		2011-08-04	
US20110202453	System and method for mobile secure transaction confidence score	OTO Tech LLC		2011-08-18	
US20110211480	CALL ADMISSION CONTROL AND PREEMPTION CONTROL OVER A SECURE TACTICAL NETWORK	Telcordia Licensing Co LLC		2011-09-01	
US20110211590	Presenting Messages Through a Channel of a Non-Communication Productivity Application Interface	Searete LLC	2010-04-12	2011-09-01	
US20110213793	Providing Access to One or More Messages in Response to Detecting One or More Patterns of Usage of One or More Non-Communication Productivity Applications	Searete LLC		2011-09-01	
US20110214069	Presenting Messages Through a Channel of a Non-Communication Productivity Application Interface	Searete LLC	2010-04-09	2011-09-01	
US20110214070	Providing Access to One or More Messages in Response to Detecting One or More Patterns of Usage of One or More Non-Communication Productivity Applications	Searete LLC		2011-09-01	
US20110219245	Adaptive power control	Burr James B,Andrew Read,Tom Stewart		2011-09-08	
US20110221029	BALANCED ADAPTIVE BODY BIAS CONTROL	Vjekoslav Svilan,Burr James B		2011-09-15	
US20110231678	Adaptive power control based on post package characterization of integrated circuits	Stewart Thomas E,Kordus Louis C		2011-09-22	
US20110231798	DYNAMIC GRAPHIC INDICATOR FOR CONNECTED TASKS	Eastman Kodak Co		2011-09-22	
US20110244833	TELEPHONE SERVICE LOGIC AND CONTROL	DI WALKOR III SERVICES LLC		2011-10-06	
US20110246203	DYNAMIC INTERACTIVE VOICE INTERFACE	Ben Franklin Patent Holding LLC		2011-10-06	
US20110246570	SERVER SIDE WEB BROWSING AND MULTIPLE LENS SYSTEM, METHOD AND APPARATUS	Gutenberg Printing LLC		2011-10-06	
